codigo_ocorrencia,fator_area_FATOR HUMANO,fator_area_FATOR MATERIAL,fator_area_FATOR OPERACIONAL,fator_area_OUTRO
60688,0,0,1,0
60689,0,0,1,0
60691,1,0,1,1
60692,0,0,1,0
60709,1,0,1,0
60713,0,0,1,0
60721,1,0,1,0
60730,0,0,0,1
60732,0,0,1,0
60734,1,0,1,0
60752,1,0,1,1
60756,1,0,1,0
60783,1,0,1,0
60785,0,1,1,0
60882,1,1,1,0
60892,1,0,1,1
60897,1,0,1,1
60924,1,0,1,0
60927,0,1,0,0
60951,1,0,1,0
60956,0,0,0,1
60975,1,0,1,0
60980,0,0,1,0
60981,0,0,1,0
60983,1,0,1,0
61003,0,0,1,0
61008,0,0,1,0
61012,0,0,1,0
61014,1,0,1,0
61031,1,0,1,1
61033,1,0,1,0
61051,1,0,1,0
61070,0,0,1,1
61079,1,0,1,0
65198,1,0,1,0
65218,1,0,1,0
65244,0,0,1,0
65270,0,0,1,0
65292,1,0,1,0
65318,1,1,1,0
65359,1,0,1,0
65360,1,0,1,0
65412,0,0,1,0
65413,0,0,1,0
65414,1,0,0,0
65421,1,0,1,0
65425,0,0,1,0
65469,0,0,1,0
65471,1,0,1,0
65493,0,0,1,0
65536,1,0,1,0
65546,0,0,1,0
65548,1,0,1,0
65569,1,0,1,0
65575,0,0,1,0
65622,0,0,1,0
65633,1,0,1,0
65653,1,0,1,0
65717,1,0,1,0
65743,1,0,0,0
65745,0,0,1,0
65754,0,0,0,1
65771,1,0,1,0
65774,1,0,1,0
65808,1,0,1,0
65810,0,0,1,0
65813,1,0,1,0
65815,0,0,1,0
65834,0,0,1,0
65835,1,0,1,0
65867,1,0,1,0
65921,0,0,1,0
65923,1,0,1,0
65929,0,0,1,0
65934,0,0,0,1
65980,0,0,1,1
65981,0,0,1,0
65982,1,0,1,0
66005,0,0,1,0
66022,1,0,1,0
66034,0,0,1,0
66049,1,0,1,0
66065,0,0,1,1
66078,1,0,1,0
66086,1,0,1,0
66090,1,0,1,0
66093,1,0,1,0
66094,0,0,1,0
66127,0,0,1,0
66128,1,0,1,0
66131,0,0,1,0
66156,0,0,1,0
66159,0,0,1,0
66160,1,0,1,0
66192,1,0,1,0
66198,1,0,1,0
66203,1,0,1,0
66204,1,0,1,0
66215,1,0,1,0
66216,1,0,1,0
66221,0,0,1,0
66222,0,0,1,0
66223,0,0,0,1
66244,1,0,1,0
66247,0,0,1,0
66253,1,0,0,0
66309,1,0,1,0
66323,0,1,0,0
66332,0,0,1,0
66334,1,0,1,0
66335,1,0,1,0
66349,1,0,1,0
66350,0,0,1,0
66352,0,0,1,0
66362,0,0,1,0
66394,0,0,1,0
66395,1,0,1,0
66431,1,0,1,0
66432,0,1,0,0
66444,0,0,1,1
66446,1,0,1,0
66450,1,0,1,0
66451,1,0,1,0
66457,1,0,1,0
66489,1,0,1,0
66503,1,0,1,0
66525,0,0,0,1
66527,0,0,1,0
66529,1,0,1,1
66541,0,0,1,0
66543,0,1,0,0
66550,1,0,1,0
66555,1,0,1,0
66557,0,0,1,0
66559,0,0,1,0
66585,1,0,1,0
66616,1,0,1,0
66639,1,0,1,0
66640,1,0,1,0
66645,0,0,1,0
66646,1,0,1,0
66654,0,0,1,0
66655,1,0,1,0
66685,1,0,1,0
66731,0,0,1,1
66743,1,0,1,0
66800,1,0,1,0
66810,1,0,1,0
66880,1,0,1,0
66911,1,0,1,0
66953,1,0,1,0
66962,1,0,1,0
66971,0,0,1,0
66977,0,0,0,1
66979,1,0,1,0
67011,0,0,1,0
67040,1,0,1,0
67058,1,1,1,0
67114,0,0,1,0
67118,1,0,1,0
67137,1,0,1,0
67142,1,0,1,0
67152,1,0,1,0
77202,1,0,1,0
77248,1,0,1,0
77255,1,0,1,0
77259,1,0,1,0
77265,0,0,1,0
77267,0,0,1,0
77271,1,0,1,1
77276,1,0,1,1
77278,1,0,1,0
77297,0,0,1,0
77301,0,0,1,0
77304,1,0,1,0
77306,0,0,1,0
77316,1,0,1,0
77320,1,0,1,0
77324,1,0,1,0
77337,0,0,0,1
77349,1,0,0,0
77353,1,0,1,0
77354,1,0,1,0
77371,0,0,1,0
77378,1,0,1,0
77391,1,0,1,0
77407,1,0,1,0
77413,0,0,1,0
77424,1,0,1,0
77431,0,0,1,0
77439,1,0,1,0
77441,1,0,1,0
77450,0,0,1,0
77452,0,0,1,0
77454,1,0,1,0
77470,1,0,1,0
77474,1,0,1,0
77487,1,0,1,0
77495,0,0,1,0
77502,1,0,1,0
77505,1,0,1,0
77521,1,0,1,0
77544,1,0,1,0
77554,1,0,1,0
77562,1,1,1,0
77602,1,0,1,0
77610,1,0,1,0
77630,0,0,1,0
77636,1,0,1,0
77638,0,0,1,0
77639,0,0,1,0
77642,0,0,1,0
77649,0,0,1,0
77650,1,0,1,0
77653,0,0,1,0
77657,1,0,1,0
77660,0,0,1,0
77663,0,0,1,0
77667,0,0,1,0
77670,1,0,1,0
77672,0,0,1,0
77675,1,0,1,0
77678,1,0,1,0
77684,0,0,1,0
77685,0,0,1,0
77686,0,0,1,0
77687,1,0,1,0
77691,1,0,0,0
77693,0,0,1,0
77695,1,0,0,0
77697,1,0,1,0
77699,0,0,1,0
77700,1,0,1,0
77717,1,0,1,0
77718,1,0,1,0
77724,1,0,1,0
77726,1,0,1,0
77731,0,0,1,0
77733,1,1,1,0
77741,0,0,1,0
77742,1,0,1,0
77743,1,0,1,0
77749,0,0,1,0
77750,1,0,1,0
77752,0,0,1,0
77766,1,0,1,0
77770,0,0,1,0
77781,1,0,1,0
77786,1,0,1,0
77789,1,0,1,0
77791,1,0,1,0
77792,0,0,0,1
77793,0,0,1,0
77803,1,0,1,0
77807,0,0,1,0
77808,0,0,1,0
77819,1,0,1,0
77820,1,0,1,0
77823,0,0,1,0
77826,1,0,1,0
77830,1,0,1,0
77840,1,0,1,0
77841,0,0,1,0
77847,1,0,0,0
77852,0,0,1,0
77853,0,0,1,0
77861,0,0,1,0
77864,1,0,1,0
77865,1,0,1,0
77868,0,0,1,0
77872,0,1,0,0
77877,1,0,1,0
77878,1,0,1,0
77893,0,0,1,0
77895,1,0,1,0
77896,0,0,1,0
77905,1,0,1,0
77917,1,0,1,0
77919,0,0,0,1
77923,1,0,0,0
77933,0,0,1,0
77963,0,0,1,0
77977,0,0,1,0
77995,0,0,1,0
78006,0,0,1,0
78011,1,0,1,0
78018,0,0,1,0
78031,1,0,1,0
78033,1,1,1,0
78051,0,0,1,0
78052,0,0,1,0
78054,1,0,1,0
78055,0,0,1,0
78058,1,0,1,1
78079,1,0,1,0
78080,1,0,1,0
78081,1,0,1,0
78093,1,0,1,0
78099,1,0,1,0
78103,1,0,1,0
78108,1,0,1,0
78111,1,0,1,0
78137,0,0,1,0
78147,0,0,1,0
78160,1,0,1,0
78161,1,0,0,0
78162,1,0,1,0
78172,1,0,1,1
78175,1,0,1,1
78176,1,0,0,0
78183,1,0,1,0
78198,0,0,1,0
78200,0,0,1,0
78201,0,0,1,0
78203,1,0,1,0
78207,1,0,1,0
78235,1,0,1,0
78240,1,0,1,0
78246,1,0,1,0
78256,0,0,1,0
78276,1,1,1,0
78282,1,0,1,0
78283,1,0,1,0
78289,1,0,1,0
78296,1,0,1,0
78311,1,0,1,0
78314,1,0,1,0
78324,0,0,1,0
78333,1,0,1,0
78337,1,0,1,0
78338,1,0,1,0
78341,1,0,1,0
78342,0,0,1,0
78344,1,0,1,0
78347,0,0,0,1
78348,1,0,1,0
78350,1,0,1,1
78352,1,0,1,0
78353,1,0,0,0
78359,0,0,1,0
78367,1,0,1,0
78370,1,0,1,0
78372,0,0,0,1
78380,0,1,0,0
78383,0,1,0,0
78390,1,0,1,0
78391,1,0,1,0
78397,0,0,1,0
78407,0,0,1,0
78411,1,0,1,0
78426,0,0,1,0
78429,0,0,1,0
78430,1,0,1,0
78432,1,0,1,0
78438,1,0,1,0
78439,1,0,1,0
78455,1,0,1,0
78460,1,0,1,0
78472,1,0,1,0
78479,1,0,1,0
78485,1,0,1,0
78488,1,0,0,0
78493,0,0,1,0
78494,1,0,1,0
78497,1,0,1,0
78513,1,0,1,0
78514,0,0,1,0
78525,1,0,1,1
78527,1,0,1,1
78528,1,0,1,0
78532,1,0,1,0
78550,0,0,1,0
78551,0,0,1,1
78552,0,0,1,0
78564,1,0,1,0
78575,1,0,1,0
78579,1,0,1,0
78582,0,0,1,0
78587,1,0,1,0
78590,0,1,0,0
78605,1,0,1,0
78607,0,0,1,0
78608,0,0,1,0
78609,0,0,1,0
78610,1,0,1,0
78612,0,0,1,0
78617,1,0,1,0
78619,1,0,1,0
78620,0,0,0,1
78629,0,0,1,0
78641,1,0,1,0
78643,0,0,1,0
78655,0,0,1,0
78656,1,0,1,0
78661,0,0,0,1
78695,1,0,1,0
78703,1,0,1,0
78709,1,0,1,0
78710,1,0,1,0
78712,1,0,1,0
78714,0,0,1,0
78722,1,0,1,0
78730,0,0,1,0
78732,1,0,1,0
78735,1,0,0,0
78737,0,0,1,0
78738,0,0,1,0
78741,1,0,1,0
78742,1,0,1,0
78743,0,0,1,0
78744,0,0,1,0
78745,1,0,1,0
78746,0,0,0,1
78747,1,0,1,0
78748,1,0,1,0
78750,1,0,1,0
78751,1,0,1,0
78752,0,0,1,0
78754,0,0,0,1
78755,0,0,0,1
78757,1,0,1,0
78759,1,0,1,0
78760,0,0,1,0
78761,1,0,1,0
78762,0,0,0,1
78763,0,0,1,0
78764,0,0,1,0
78765,1,0,1,0
78766,0,0,1,0
78767,0,0,0,1
78768,0,0,1,0
78769,0,0,0,1
78770,1,0,1,0
78771,0,0,1,0
78772,1,0,1,0
78773,0,0,1,0
78774,1,0,1,0
78775,0,0,1,0
78776,1,0,1,1
78777,1,0,1,0
78778,1,0,1,0
78779,1,0,1,0
78780,0,0,1,0
78781,1,0,1,0
78782,1,0,1,0
78783,0,0,1,0
78784,1,0,1,0
78785,1,0,1,0
78786,1,0,1,0
78788,0,0,1,0
78789,0,0,0,1
78790,0,0,0,1
78792,1,0,1,0
78793,1,0,1,0
78796,1,0,1,0
78799,1,0,1,0
78812,1,0,1,0
78813,1,0,0,0
78831,0,0,1,0
78832,1,0,1,1
78833,1,0,1,0
78834,0,0,1,0
78835,0,0,0,1
78836,1,0,1,0
78837,0,0,1,1
78838,0,0,1,0
78839,1,0,1,0
79032,1,0,1,0
79033,1,0,1,0
79034,1,0,0,0
79035,1,0,1,0
79036,0,0,1,0
79042,0,0,1,0
79043,0,0,1,0
79045,1,0,1,0
79048,0,0,0,1
79049,0,0,1,0
79055,0,0,0,1
79057,0,0,1,0
79060,0,0,1,0
79064,1,0,0,0
79067,1,0,1,0
79097,1,0,0,0
79098,0,0,0,1
79102,0,0,0,1
79107,0,0,0,1
79109,1,0,1,0
79110,1,0,0,0
79111,0,0,1,0
79115,1,0,1,0
79120,1,0,1,0
79121,1,0,1,0
79124,0,0,1,0
79125,1,0,1,0
79126,0,0,1,0
79127,0,0,0,1
79128,1,0,1,0
79129,0,0,1,0
79131,1,0,1,0
79179,0,0,1,0
79183,0,0,1,0
79195,0,0,0,1
79196,1,0,0,0
79198,0,0,1,0
79199,1,0,1,0
79204,0,0,1,0
79206,1,0,1,0
79207,0,0,0,1
79210,1,0,1,0
79213,1,0,1,0
79223,1,0,1,0
79228,0,0,1,0
79231,1,0,1,0
79232,1,0,1,0
79233,0,0,1,0
79234,0,0,0,1
79235,0,0,1,0
79243,0,0,1,0
79256,0,0,1,0
79257,1,0,1,0
79259,1,0,1,0
79263,1,0,1,0
79281,0,0,0,1
79282,1,0,1,0
79285,1,0,1,0
79301,0,0,1,0
79302,1,0,1,0
79308,1,0,1,0
79309,0,0,1,0
79317,1,0,1,1
79323,1,0,1,0
79326,1,0,1,0
79327,1,0,1,0
79329,0,0,1,0
79339,1,0,1,0
79340,1,0,1,0
79345,0,0,1,0
79346,0,1,1,0
79347,1,0,1,0
79359,0,0,1,0
79362,1,0,1,0
79363,1,0,1,0
79365,0,0,1,0
79397,1,0,1,0
79404,0,0,1,0
79407,1,0,0,0
79414,1,0,1,0
79423,0,0,1,0
79429,0,0,1,1
79436,1,0,1,0
79437,1,0,1,0
79446,1,0,1,0
79447,0,0,1,1
79455,0,0,0,1
79456,1,0,1,0
79457,0,0,1,1
79458,0,1,0,0
79460,1,0,1,1
79467,1,0,1,0
79484,1,0,0,0
79486,1,0,1,0
79493,1,0,1,0
79494,1,0,1,0
79495,1,0,1,0
79497,1,0,1,0
79502,0,0,0,1
79504,0,0,0,1
79505,0,0,1,0
79510,0,0,0,1
79520,1,0,1,0
79524,1,0,1,0
79536,1,0,1,0
79541,1,0,1,0
79543,0,0,1,1
79547,1,0,1,0
79555,0,0,1,0
79559,1,0,1,0
79563,1,0,1,0
79564,1,0,1,0
79565,0,0,1,0
79567,1,0,1,0
79568,0,0,1,0
79572,1,0,1,0
79574,1,0,1,0
79580,1,0,1,0
79589,1,0,1,0
79595,1,0,1,0
79600,0,0,1,0
79605,1,0,1,0
79607,0,0,1,0
79608,0,0,0,1
79619,0,0,1,0
79620,0,0,1,0
79627,0,0,0,1
79636,0,0,1,0
79640,1,0,1,0
79645,0,0,0,1
79651,0,0,1,0
79671,0,0,1,0
79692,1,0,1,0
79701,0,0,1,0
79712,0,0,1,0
79713,1,0,1,0
79717,1,0,1,0
79720,1,0,1,0
79723,0,0,1,0
79724,1,0,0,0
79729,0,0,0,1
79739,1,0,1,0
79742,0,0,1,0
79748,1,0,1,0
79749,1,0,1,0
79751,0,0,0,1
79755,1,0,1,0
79776,1,0,1,0
79798,0,0,1,0
79811,1,0,1,0
79814,1,0,1,0
79818,1,0,1,0
79823,1,0,1,0
79824,0,0,0,1
79825,0,0,1,0
79831,1,0,1,0
79833,0,1,1,0
79840,1,0,1,0
79846,1,0,1,0
79852,1,0,1,0
79854,0,0,1,0
79858,0,0,1,0
79859,0,0,1,0
79860,0,0,1,0
79863,0,0,1,0
79864,1,0,1,0
79866,1,0,1,0
79870,1,0,1,0
79885,1,0,1,0
79889,0,0,1,0
79894,1,0,1,0
79903,1,0,1,0
79907,0,0,1,0
79909,1,0,1,0
79924,1,0,1,0
79947,1,0,1,0
79949,1,0,1,0
79953,1,0,1,0
79956,0,0,1,0
79961,1,0,1,0
79966,1,0,1,0
79968,1,0,1,0
79970,1,0,1,0
79973,0,0,1,0
79976,1,0,0,0
79982,1,0,1,0
79983,1,0,1,0
79989,0,0,1,0
79992,1,0,1,0
79996,0,0,1,0
79997,1,0,0,0
79999,0,0,1,0
80002,0,0,0,1
80005,0,0,1,0
80006,1,0,1,0
80019,1,0,1,0
80035,0,0,1,0
80037,1,0,1,0
80050,1,0,1,0
80064,1,0,1,0
80073,0,0,1,0
80074,1,0,1,0
80075,1,0,1,0
80076,1,0,1,0
80077,1,0,1,0
80079,1,1,1,0
80081,0,0,1,0
80083,0,0,0,1
80086,1,0,1,0
80087,1,0,1,0
80089,0,0,0,1
80096,1,0,1,0
80099,1,0,1,0
80105,1,0,1,0
80106,1,0,1,0
80116,1,0,1,0
80124,1,0,1,0
80156,1,0,1,0
80164,1,0,1,0
80168,0,0,1,0
80171,1,0,1,0
80175,0,0,1,0
80176,1,0,1,0
80203,0,0,0,1
80221,1,0,1,0
80227,0,0,1,0
80233,1,0,1,0
80237,1,0,1,0
80238,1,0,1,0
80252,0,0,1,0
80258,0,0,1,0
80261,0,0,1,0
80272,1,0,1,0
80273,1,0,1,0
80285,1,0,1,0
80294,1,0,1,0
80298,1,0,1,0
80301,0,0,1,0
80302,0,0,1,0
80310,1,0,1,0
80311,1,0,1,0
80314,1,0,1,0
80328,1,0,1,0
80338,1,0,0,0
80339,0,0,1,0
80348,1,0,1,0
80349,1,0,1,0
80351,0,0,1,0
80358,1,0,1,0
80359,1,0,1,0
80361,1,0,1,0
80365,1,0,1,0
80367,1,0,1,0
80368,1,0,1,0
80369,1,0,1,0
80380,1,0,1,0
80383,1,0,1,0
80390,0,0,1,0
80393,0,0,1,0
80415,1,0,1,0
80418,1,0,1,0
80419,0,1,1,0
80423,1,0,1,0
80426,1,0,1,0
80428,1,0,1,0
80434,1,0,0,0
80440,0,0,1,0
80441,1,0,1,0
80444,0,0,1,0
80445,0,0,1,0
80446,1,0,1,0
80450,0,0,1,0
80452,0,0,1,0
80458,0,0,1,0
80468,1,0,1,0
80471,0,0,1,0
80472,1,0,1,0
80475,0,0,1,0
80478,1,1,1,0
80481,0,0,1,0
80483,1,0,1,0
80488,1,1,1,0
80489,0,0,0,1
80490,1,0,1,0
80491,1,0,1,0
80492,1,0,1,0
80500,0,0,1,0
80505,1,0,1,0
80512,1,0,1,0
80516,0,0,1,0
80520,1,0,1,0
80536,1,0,1,0
80539,1,0,1,0
80540,1,0,1,0
80547,1,0,1,0
80549,0,0,1,0
80553,0,0,1,0
80554,0,0,1,0
80558,1,0,1,0
80565,1,0,1,0
80581,1,0,1,0
80589,1,0,1,1
80592,1,0,1,0
80595,0,0,1,0
80597,0,0,1,0
80606,1,0,1,0
80610,1,0,1,0
80623,0,0,1,0
80627,1,0,1,1
80635,1,0,1,0
80647,0,0,1,0
80648,1,0,1,0
80651,1,0,1,0
80653,1,0,1,0
80656,0,0,1,1
80662,0,1,1,0
80671,1,0,1,0
80672,1,0,1,0
80676,0,0,1,0
80689,1,0,1,0
80691,1,0,1,0
80702,0,0,0,1
80739,1,0,1,0
80756,0,0,1,0
80772,1,0,1,0
80795,1,0,0,0
80797,1,0,1,0
80800,0,0,1,0
80803,0,0,1,0
80813,1,0,1,0
80818,1,0,1,0
80820,1,0,1,0
80836,0,0,1,0
80838,1,0,1,0
80885,1,0,1,0
80916,1,0,0,0
80917,1,0,0,0
80931,1,0,1,0
80942,0,0,1,0
80959,1,0,1,0
80961,1,0,1,0
80966,1,0,1,0
80979,1,0,1,0
80980,0,0,0,1
81004,1,0,1,0
81018,0,0,0,1
81019,1,0,1,0
81021,1,0,1,0
81064,1,0,1,0
81085,0,0,1,0
81086,0,0,1,0
81113,1,0,1,0
81114,1,0,1,0
81120,1,0,1,0
81135,0,0,0,1
81138,1,0,1,0
81139,1,0,1,0
81140,1,0,1,0
81153,0,0,1,0
81159,1,0,0,0
81161,1,0,1,0
81169,1,0,1,0
81171,1,0,1,0
81172,1,0,1,0
81195,1,0,1,0
81198,0,0,1,0
81205,1,0,1,0
81221,0,0,1,0
81239,1,0,1,0
81244,0,0,1,0
81245,1,0,1,0
81257,0,0,1,0
81286,0,0,1,0
81297,0,0,1,0
81299,0,0,1,0
81306,1,0,0,0
81320,1,0,1,0
81322,1,0,1,0
81327,1,0,0,0
81328,1,0,1,0
81339,0,0,0,1
81345,1,0,1,0
81347,0,0,1,0
81349,1,0,1,0
81354,0,0,0,1
81366,1,0,1,0
81396,1,0,1,0
81413,0,0,1,0
81476,0,0,1,0
81498,1,0,1,0
81522,0,0,1,0
81527,1,0,1,0
81543,0,0,1,0
81621,0,0,1,0
81623,1,0,1,0
81624,0,0,1,0
81673,1,0,1,0
81696,1,0,1,0
81705,0,0,1,0
81706,1,0,1,0
81732,1,0,1,0
81737,1,0,1,0
81937,1,0,1,0
81945,1,0,1,0
82455,1,0,0,0
82458,1,0,1,0
83193,1,0,1,0
83220,1,0,1,0
83248,1,0,1,0
84201,1,0,1,0
84399,1,0,1,0
84792,0,0,1,0
84857,1,0,1,0
85145,0,0,0,1
85239,1,0,1,0
