codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,codigo_aeronave,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,fator_area_FATOR HUMANO,fator_area_FATOR MATERIAL,fator_area_FATOR OPERACIONAL,fator_area_OUTRO
47965,ACIDENTE,FALHA DO MOTOR EM VOO,ARIQUEMES,RO,BRASIL,SJOG,2013-05-05,11:00:00,N/A,SERIPA-7,INATIVA,0,0.0,,0,1,0.0,14154,PUAUN,3992,ULTRALEVE,ORION LTDA,F1A EAGLE,PISTÃO,1.0,450,2.0,2005-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
50313,INCIDENTE GRAVE,POUSO SEM TREM,CACOAL,RO,BRASIL,SSKW,2013-11-25,12:32:00,SIM,SERIPA-7,FINALIZADA,IG-209/CENIPA/2013,1.0,2014-04-07,0,1,0.0,15062,PTRDP,4368,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1980-01-01,BRASIL,TPX,TÁXI AÉREO,SBJI,SSKW,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
34078,ACIDENTE,PERDA DE CONTROLE NO SOLO,CEREJEIRAS,RO,BRASIL,N/A,2008-08-07,15:10:00,SIM,SERIPA-7,FINALIZADA,A - 517/CENIPA/2016,1.0,2016-07-07,0,1,1.0,3140,PPEHX,866,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175,8.0,1981-01-01,BRASIL,TPX,TÁXI AÉREO,SWKK,SWRL,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
44988,ACIDENTE,POUSO LONGO,AMAJARI,RR,BRASIL,N/A,2011-08-11,17:00:00,SIM,SERIPA-7,FINALIZADA,A-105/CENIPA/2012,1.0,2012-09-20,4,1,0.0,12615,PTXCG,4468,AVIÃO,CESSNA AIRCRAFT,U206G,PISTÃO,1.0,1633,6.0,1981-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,1.0
38855,ACIDENTE,PERDA DE CONTROLE EM VOO,ACEGUÁ,RS,BRASIL,N/A,2009-12-28,17:30:00,SIM,SERIPA-5,ATIVA,A DEFINIR,0.0,,0,1,0.0,10479,PRSUB,345,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1812,1.0,1973-01-01,BRASIL,SAE,ESPECIALIZADA,N/A,N/A,DECOLAGEM,ESPECIALIZADA,SUBSTANCIAL,1.0,2016-07-30,1.0,0.0,1.0,0.0
46633,ACIDENTE,FALHA DO MOTOR EM VOO,ABADIA DE GOIÁS,GO,BRASIL,N/A,2012-11-15,12:40:00,N/A,SERIPA-6,INATIVA,0,0.0,,0,1,0.0,13405,PPZGV,3992,AVIÃO,IVAN MOLCHAN,GV-2,PISTÃO,1.0,430,2.0,1985-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,MANOBRA,EXPERIMENTAL,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
43063,ACIDENTE,PERDA DE CONTROLE EM VOO,ALTO ALEGRE,RR,BRASIL,N/A,2010-09-21,17:10:00,SIM,SERIPA-7,FINALIZADA,A-044/CENIPA/2012,1.0,2012-06-04,2,1,0.0,11484,PTHLD,3175,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950,6.0,1980-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,1.0
45280,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO ALEGRE,RR,BRASIL,N/A,2011-11-22,16:40:00,SIM,SERIPA-1,FINALIZADA,A-038/CENIPA/2013,1.0,2013-08-22,2,1,0.0,1336,PTIOT,3984,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1973-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,1.0,2016-07-30,0.0,0.0,1.0,0.0
34515,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO ALEGRE,RR,BRASIL,N/A,2008-11-16,12:25:00,SIM,SERIPA-7,FINALIZADA,A-566/CENIPA/2015,1.0,2016-03-18,3,1,0.0,4517,PTRVS,4468,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1986-01-01,BRASIL,TPX,TÁXI AÉREO,SBBV,SWUQ,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
45940,ACIDENTE,INDETERMINADA,ALTO ALEGRE,RR,BRASIL,N/A,2010-06-09,13:00:00,SIM,SERIPA-7,ATIVA,A DEFINIR,0.0,,0,1,0.0,13043,PTBIN,3992,AVIÃO,CESSNA AIRCRAFT,182C,PISTÃO,1.0,1202,4.0,,BRASIL,TPP,PARTICULAR,N/A,N/A,INDETERMINADA,PRIVADA,DESTRUÍDA,1.0,2016-07-30,0.0,0.0,0.0,0.0
44316,ACIDENTE,PERDA DE CONTROLE EM VOO,ALTO ALEGRE,RR,BRASIL,N/A,2011-04-06,20:25:00,SIM,SERIPA-7,FINALIZADA,A-025/CENIPA/2013,1.0,2013-07-30,2,1,0.0,1518,PTHNA,3175,HELICÓPTERO,HELIBRAS,AS 355 F2,TURBOEIXO,2.0,2540,6.0,1988-01-01,BRASIL,TPX,TÁXI AÉREO,SWUQ,SBBV,DESCIDA,TÁXI AÉREO,DESTRUÍDA,3.0,2016-07-30,1.0,0.0,1.0,0.0
46201,ACIDENTE,COM TREM DE POUSO,ALTO ALEGRE,RR,BRASIL,N/A,2012-08-01,16:20:00,SIM,SERIPA-7,FINALIZADA,A-130/CENIPA/2013,1.0,2014-08-15,1,1,0.0,13170,PTKGC,4468,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,1.0,1633,6.0,1974-01-01,BRASIL,TPX,TÁXI AÉREO,SWUQ,SDMG,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
46152,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,ANGRA DOS REIS,RJ,BRASIL,N/A,2012-07-12,20:15:00,SIM,SERIPA-3,ATIVA,A-521/CENIPA/2016,0.0,,0,1,0.0,11398,PTMAB,965,AVIÃO,EMBRAER,EMB-121A1,TURBOÉLICE,2.0,5670,7.0,1979-01-01,BRASIL,TPX,TÁXI AÉREO,SBBH,SDAG,NAVEGAÇÃO A BAIXA ALTURA,TÁXI AÉREO,DESTRUÍDA,3.0,2016-07-30,0.0,0.0,1.0,0.0
37797,ACIDENTE,INCURSÃO EM PISTA,ANGRA DOS REIS,RJ,BRASIL,N/A,2009-06-12,14:50:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,10308,PRMES,3992,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,TURBOEIXO,1.0,2250,7.0,2005-01-01,BRASIL,TPP,PARTICULAR,SDRJ,SIIL,ESTACIONAMENTO,PRIVADA,NENHUM,1.0,2016-07-30,1.0,0.0,1.0,0.0
26140,ACIDENTE,PERDA DE CONTROLE EM VOO,ANGRA DOS REIS,RJ,BRASIL,N/A,2006-01-22,20:00:00,SIM,SERIPA-3,FINALIZADA,A-070/CENIPA/2009,1.0,2009-12-30,21,1,0.0,9053,PRCAV,3564,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B3,TURBOEIXO,1.0,2250,6.0,2004-01-01,BRASIL,TPX,TÁXI AÉREO,SDRJ,N/A,INDETERMINADA,TÁXI AÉREO,***,1.0,2016-07-30,0.0,0.0,0.0,0.0
52284,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,ANGRA DOS REIS,RJ,BRASIL,SDAG,2014-08-22,14:30:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,34009,PUWFA,3992,ULTRALEVE,***,FASCINATION,PISTÃO,1.0,500,2.0,2002-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,POUSO,EXPERIMENTAL,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
46841,ACIDENTE,POUSO BRUSCO,ANGRA DOS REIS,RJ,BRASIL,SDMC,2012-12-27,16:03:00,SIM,SERIPA-3,FINALIZADA,A-161/CENIPA/2013,1.0,2013-10-21,0,1,0.0,13524,PPPFC,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2010-01-01,BRASIL,TPP,PARTICULAR,SBJR,SDMS,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
53484,ACIDENTE,FALHA DO MOTOR EM VOO,ANGRA DOS REIS,RJ,BRASIL,N/A,2015-09-18,13:30:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,33745,PUTOF,3992,***,***,***,***,0.0,208,0.0,2008-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,CRUZEIRO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
46310,ACIDENTE,OUTROS TIPOS,ANGRA DOS REIS,RJ,BRASIL,N/A,2012-08-31,18:40:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,13230,PPLOS,339,HELICÓPTERO,AGUSTA,AW109SP,TURBOEIXO,2.0,3175,8.0,2011-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,OPERAÇÃO DE SOLO,TÁXI AÉREO,NENHUM,0.0,2016-07-30,1.0,0.0,1.0,0.0
43986,INCIDENTE GRAVE,COM ROTOR,ANGRA DOS REIS,RJ,BRASIL,N/A,2011-02-20,21:20:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,11993,PRSSK,3992,HELICÓPTERO,AGUSTA,A109E,TURBOEIXO,2.0,3000,8.0,2006-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,PAIRADO,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
38660,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,ANGRA DOS REIS,RJ,BRASIL,SDAG,2009-10-12,16:10:00,SIM,SERIPA-3,FINALIZADA,A-539/CENIPA/2015,0.0,2016-07-07,3,1,1.0,10460,PPAFM,3992,AVIÃO,EMBRAER,EMB-500,JATO,2.0,4750,6.0,2009-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,1.0,1.0,1.0,0.0
31395,ACIDENTE,OUTROS TIPOS,ANGRA DOS REIS,RJ,BRASIL,N/A,2008-01-15,11:41:00,SIM,SERIPA-3,REABERTA,A-025/CENIPA/2010,0.0,2010-04-28,9,1,0.0,9403,PTYGB,3992,HELICÓPTERO,BELL HELICOPTER,407,TURBOEIXO,1.0,2268,7.0,1997-01-01,BRASIL,TPP,PARTICULAR,SBJR,SDHL,POUSO,PRIVADA,NENHUM,0.0,2016-07-30,1.0,0.0,1.0,0.0
52982,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,BOA VISTA,RR,BRASIL,N/A,2015-01-29,20:30:00,SIM,SERIPA-7,FINALIZADA,A-014/CENIPA/2015,1.0,2015-05-22,0,1,0.0,14540,PTBMR,3992,AVIÃO,CESSNA AIRCRAFT,182D,PISTÃO,1.0,1159,4.0,1962-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
42723,ACIDENTE,FALHA DO MOTOR EM VOO,BOA VISTA,RR,BRASIL,SBBV,2010-09-01,13:30:00,SIM,SERIPA-7,FINALIZADA,A-134/CENIPA/2011,1.0,2011-12-21,4,1,0.0,4761,PTLMZ,4468,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,1.0,1633,6.0,1973-01-01,BRASIL,TPX,TÁXI AÉREO,SBBV,SWUQ,SUBIDA,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
44538,ACIDENTE,COM PÁRA-BRISAS / JANELA / PORTA,BOA VISTA,RR,BRASIL,N/A,2011-05-23,10:50:00,SIM,SERIPA-1,FINALIZADA,A-044/CENIPA/2013,1.0,2013-08-27,3,1,0.0,12331,PTOSG,3992,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3969,11.0,1992-01-01,BRASIL,TPP,PARTICULAR,SJQK,SBBV,DECOLAGEM,PRIVADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,1.0,0.0
53435,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,BOA VISTA,RR,BRASIL,N/A,2015-08-15,14:00:00,SIM,SERIPA-7,ATIVA,A-113/CENIPA/2015,0.0,,0,1,0.0,28238,PTULO,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1998-01-01,BRASIL,TPP,PARTICULAR,SWTH,SSJL,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
34077,ACIDENTE,PERDA DE COMPONENTE EM VOO,BOA VISTA,RR,BRASIL,SBBV,2008-08-27,22:20:00,SIM,SERIPA-7,FINALIZADA,A-045/CENIPA/2012,1.0,2012-06-06,2,1,0.0,4517,PTRVS,4468,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1986-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,SBBV,POUSO,TÁXI AÉREO,LEVE,0.0,2016-07-30,0.0,0.0,1.0,1.0
27709,ACIDENTE,COM TREM DE POUSO,BOA VISTA,RR,BRASIL,SBBV,2006-09-22,18:09:00,SIM,SERIPA-7,ATIVA,A DEFINIR,0.0,,0,1,0.0,9175,PTVKS,644,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1989-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,DECOLAGEM,TÁXI AÉREO,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
26521,ACIDENTE,INDETERMINADA,BOA VISTA,RR,BRASIL,N/A,2006-03-21,10:38:00,SIM,SERIPA-7,ATIVA,A-554/CENIPA/2016,0.0,,0,1,0.0,6046,PTIZG,3992,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338,4.0,1973-01-01,BRASIL,TPP,PARTICULAR,SBBV,SWPD,INDETERMINADA,PRIVADA,***,1.0,2016-07-30,0.0,0.0,0.0,0.0
53260,ACIDENTE,FALHA DO MOTOR EM VOO,AFONSO CLÁUDIO,ES,BRASIL,N/A,2015-05-08,11:27:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,17952,PPZJG,3992,AVIÃO,ROBERTO VENICIO LIMA DANTAS,RV-10,PISTÃO,1.0,1224,4.0,2010-01-01,BRASIL,PET,EXPERIMENTAL,SIVU,SIQE,SUBIDA,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
43458,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,ÁGUA BRANCA,AL,BRASIL,N/A,2010-12-11,11:00:00,SIM,SERIPA-2,ATIVA,IG-583/CENIPA/2016,0.0,,0,1,0.0,11146,PTEPY,3671,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175,5.0,1978-01-01,BRASIL,SAE,ESPECIALIZADA,N/A,N/A,NAVEGAÇÃO A BAIXA ALTURA,ESPECIALIZADA,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
48058,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO NO SOLO,BRASÍLIA,DF,BRASIL,SBBR,2013-04-30,21:00:00,SIM,CENIPA,ATIVA,IG-085/CENIPA/2013,0.0,,0,1,0.0,11540,PRVBE,5106,AVIÃO,BOEING COMPANY,737-8AS,JATO,2.0,70533,194.0,1999-01-01,BRASIL,TPR,REGULAR,N/A,N/A,DECOLAGEM,REGULAR,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
45400,INCIDENTE GRAVE,FOGO EM VOO,BRASÍLIA,DF,BRASIL,SBBR,2012-01-21,14:50:00,SIM,CENIPA,ATIVA,IG-544/CENIPA/2015,0.0,,0,1,0.0,9352,PROAF,923,AVIÃO,FOKKER,F28MK0100,JATO,2.0,44450,107.0,1992-01-01,BRASIL,TPR,REGULAR,N/A,N/A,SUBIDA,REGULAR,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
43870,INCIDENTE GRAVE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,SBBR,2011-02-14,14:45:00,SIM,SERIPA-6,FINALIZADA,IG-522/CENIPA/2015,1.0,2015-06-06,0,1,0.0,11913,PRJHM,2176,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1973-01-01,BRASIL,TPX,TÁXI AÉREO,SBGR,SBBR,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
36495,INCIDENTE GRAVE,OUTROS TIPOS,BRASÍLIA,DF,BRASIL,N/A,2008-03-14,16:14:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,9720,PRTTJ,5009,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212,TURBOÉLICE,2.0,22000,71.0,1995-01-01,BRASIL,TPR,REGULAR,N/A,N/A,SUBIDA,REGULAR,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
53493,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,BRASÍLIA,DF,BRASIL,SBBR,2015-10-05,14:15:00,SIM,CENIPA,ATIVA,IG-133/CENIPA/2015,0.0,,0,1,0.0,10186,PPPTM,3994,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,2.0,22500,73.0,2008-01-01,BRASIL,TPR,REGULAR,SBBR,SBRP,DECOLAGEM,REGULAR,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
27852,ACIDENTE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,SBBR,2006-06-16,13:17:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,9186,PPVQG,5106,AVIÃO,MCDONNELL DOUGLAS,MD-11,JATO,3.0,280320,301.0,1993-01-01,BRASIL,TPR,REGULAR,N/A,N/A,CORRIDA APÓS POUSO,REGULAR,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
38359,ACIDENTE,FALHA DO MOTOR EM VOO,BRASÍLIA,DF,BRASIL,N/A,2009-08-07,20:40:00,SIM,SERIPA-6,FINALIZADA,A - 564/CENIPA/2014,1.0,2016-06-16,2,1,0.0,1335,PPFJC,4151,HELICÓPTERO,HELIBRAS,AS 350 BA,TURBOEIXO,1.0,2100,6.0,1988-01-01,BRASIL,ADD,ADMINISTRAÇÃO DIRETA,N/A,N/A,DECOLAGEM,POLICIAL,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
43461,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,BRASÍLIA,DF,BRASIL,N/A,2010-12-08,22:00:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,11649,PRWJU,5239,AVIÃO,BOEING COMPANY,737-36N,JATO,2.0,62822,156.0,1997-01-01,BRASIL,TPR,REGULAR,N/A,N/A,DESCIDA,REGULAR,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
46026,INCIDENTE GRAVE,POUSO ANTES DA PISTA,BRASÍLIA,DF,BRASIL,SIQE,2012-06-22,12:30:00,SIM,SERIPA-6,FINALIZADA,IG-123/CENIPA/2013,1.0,2015-05-15,1,1,0.0,5991,PTICD,3992,AVIÃO,MITSUBISHI,MU-2B-20,TURBOÉLICE,2.0,4500,7.0,1972-01-01,BRASIL,TPP,PARTICULAR,SBBR,SIQE,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
34651,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,BRASÍLIA,DF,BRASIL,N/A,2008-12-05,09:55:00,SIM,SERIPA-6,FINALIZADA,IG-078/CENIPA/2011,1.0,2011-09-23,15,1,0.0,9340,PREBQ,1662,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,2005-01-01,BRASIL,AID,ADMINISTRAÇÃO INDIRETA,N/A,N/A,CRUZEIRO,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
50346,ACIDENTE,POUSO SEM TREM,BRASÍLIA,DF,BRASIL,SIQE,2013-12-10,12:05:00,SIM,SERIPA-6,FINALIZADA,A-217/CENIPA/2013,1.0,2014-06-16,0,1,0.0,15084,PTRPS,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315,4.0,1983-01-01,BRASIL,TPP,PARTICULAR,SWPZ,SIQE,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
30181,ACIDENTE,COM LANÇAMENTO DE CARGA,BRASÍLIA,DF,BRASIL,N/A,2007-08-09,17:30:00,SIM,SERIPA-6,FINALIZADA,A-041/CENIPA/2013,1.0,2013-08-22,5,1,0.0,8710,PTHLZ,1543,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,TURBOEIXO,1.0,2250,6.0,1985-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,PAIRADO,POLICIAL,DESTRUÍDA,3.0,2016-07-30,1.0,0.0,1.0,0.0
44858,INCIDENTE GRAVE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,SBBR,2011-07-19,20:50:00,SIM,SERIPA-6,FINALIZADA,IG-505/CENIPA/2015,1.0,2015-04-15,0,1,0.0,12530,PRVTT,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1975-01-01,BRASIL,TPP,PARTICULAR,SNTY,SBBR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
41917,ACIDENTE,POUSO BRUSCO,BRASÍLIA,DF,BRASIL,N/A,2010-07-19,18:30:00,SIM,SERIPA-6,FINALIZADA,A-037/CENIPA/2011,1.0,2011-07-21,1,1,0.0,11173,PRJCW,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542,4.0,2009-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,1.0
28015,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BRASÍLIA,DF,BRASIL,N/A,2006-10-19,20:00:00,SIM,SERIPA-6,ATIVA,A DEFINIR,0.0,,0,1,0.0,9193,PTIXJ,3992,AVIÃO,AMERICAN CHAMPION,7GCBC,PISTÃO,1.0,748,2.0,1973-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,***,0.0,2016-07-30,0.0,0.0,0.0,0.0
33856,INCIDENTE GRAVE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,SBBR,2008-10-10,19:15:00,SIM,SERIPA-6,ATIVA,A DEFINIR,0.0,,0,1,0.0,3178,PTHRH,1652,HELICÓPTERO,BELL HELICOPTER,412,TURBOEIXO,2.0,5262,13.0,1982-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,POUSO,POLICIAL,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,1.0
26980,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRASÍLIA,DF,BRASIL,SBBR,2006-04-28,14:00:00,SIM,SERIPA-6,ATIVA,A DEFINIR,0.0,,0,1,1.0,9126,PRGOW,2327,AVIÃO,BOEING COMPANY,737-76N,JATO,2.0,62595,153.0,1998-01-01,BRASIL,TPR,REGULAR,N/A,N/A,POUSO,REGULAR,***,0.0,2016-07-30,0.0,0.0,0.0,0.0
50999,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,BRASÍLIA,DF,BRASIL,SBBR,2014-03-28,20:42:00,SIM,CENIPA,ATIVA,A-066/CENIPA/2014,0.0,,0,1,0.0,9352,PROAF,3867,AVIÃO,FOKKER,F28MK0100,JATO,2.0,44450,107.0,1992-01-01,BRASIL,TPR,REGULAR,N/A,N/A,POUSO,REGULAR,SUBSTANCIAL,0.0,2016-07-30,0.0,1.0,1.0,1.0
45128,ACIDENTE,OUTROS TIPOS,BRASÍLIA,DF,BRASIL,N/A,2011-08-27,21:00:00,N/A,SERIPA-6,INATIVA,0,0.0,,0,1,0.0,12686,PUPYM,3992,ULTRALEVE,***,SEAMAX M22,PISTÃO,1.0,600,2.0,2009-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,POUSO,EXPERIMENTAL,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
45392,ACIDENTE,PERDA DE CONTROLE EM VOO,BRASÍLIA,DF,BRASIL,N/A,2012-01-19,21:30:00,SIM,SERIPA-6,FINALIZADA,A-032/CENIPA/2014,1.0,2014-04-07,2,1,0.0,9092,PPMOF,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,TURBOEIXO,1.0,1088,4.0,2000-01-01,BRASIL,TPP,PARTICULAR,SBBR,SBGO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
41179,INCIDENTE GRAVE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,SBBR,2010-05-20,22:20:00,SIM,SERIPA-6,FINALIZADA,IG-010/CENIPA/2013,1.0,2013-09-22,8,1,0.0,9917,PROAD,923,AVIÃO,FOKKER,F28MK0100,JATO,2.0,44450,107.0,1991-01-01,BRASIL,TPR,REGULAR,SBBR,SBCF,CORRIDA APÓS POUSO,REGULAR,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
46574,INCIDENTE GRAVE,DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA,BRASÍLIA,DF,BRASIL,SBBR,2012-10-24,22:50:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,12068,PRWJD,5239,AVIÃO,BOEING COMPANY,737-3Y0,JATO,2.0,62282,156.0,1988-01-01,BRASIL,TPR,REGULAR,N/A,N/A,CRUZEIRO,REGULAR,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
