codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,codigo_aeronave,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,fator_area_FATOR HUMANO,fator_area_FATOR MATERIAL,fator_area_FATOR OPERACIONAL,fator_area_OUTRO
53361,INCIDENTE GRAVE,ESTOURO DE PNEU,RIBEIRÃO PRETO,SP,BRASIL,SBRP,2015-07-07,12:40:00,SIM,SERIPA-4,FINALIZADA,IG-098/CENIPA/2015,1.0,2016-06-23,0,1,0.0,4045,PPGQY,259,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1993-01-01,BRASIL,PRI,INSTRUÇÃO,SBRP,SBRP,POUSO,INSTRUÇÃO,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
31415,ACIDENTE,PERDA DE CONTROLE EM VOO,RIBEIRÃO PRETO,SP,BRASIL,N/A,2007-11-01,13:45:00,SIM,SERIPA-4,FINALIZADA,A-009/CENIPA/2012,1.0,2012-02-22,3,1,0.0,9405,PTHTJ,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1452,5.0,1992-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,DECOLAGEM,PRIVADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,1.0,0.0
49493,INCIDENTE GRAVE,COM TREM DE POUSO,RIBEIRÃO PRETO,SP,BRASIL,SBRP,2013-08-18,19:04:00,SIM,SERIPA-4,FINALIZADA,IG-147/CENIPA/2013,1.0,2014-06-16,0,1,0.0,14823,PPJLS,3992,AVIÃO,HAWKER BEECHCRAFT,G58,PISTÃO,2.0,2495,6.0,2007-01-01,BRASIL,TPP,PARTICULAR,SBRP,SDJO,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
52539,ACIDENTE,COLISÃO DE AERONAVES EM VOO,RIO CLARO,SP,BRASIL,N/A,2014-07-20,19:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,2,0.0,34636,RA0976G,3992,DIRIGÍVEL,MAULE AIRCRAFT,***,PISTÃO,1.0,250,0.0,,RÚSSIA,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
52539,ACIDENTE,COLISÃO DE AERONAVES EM VOO,RIO CLARO,SP,BRASIL,N/A,2014-07-20,19:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,2,0.0,34637,SPBBP,3992,DIRIGÍVEL,MAULE AIRCRAFT,***,PISTÃO,1.0,250,0.0,,POLÔNIA,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
45051,ACIDENTE,PERDA DE CONTROLE EM VOO,RIO CLARO,SP,BRASIL,N/A,2011-09-18,16:10:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,1,0.0,12651,PTPFH,260,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,KW1,SEM TRAÇÃO,0.0,280,1.0,1981-01-01,BRASIL,PRI,INSTRUÇÃO,SDRK,SDRK,APROXIMAÇÃO FINAL,INSTRUÇÃO,DESTRUÍDA,1.0,2016-07-30,0.0,0.0,1.0,0.0
45899,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIO CLARO,SP,BRASIL,SDRK,2012-06-03,19:40:00,SIM,SERIPA-4,FINALIZADA,A-120/CENIPA/2013,1.0,2014-07-21,0,1,0.0,7088,PPRSI,260,AVIÃO,PIPER AIRCRAFT,J3C-65,PISTÃO,1.0,553,2.0,1945-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
52292,INCIDENTE GRAVE,COM TREM DE POUSO,RIO CLARO,SP,BRASIL,SDRK,2014-08-20,16:50:00,SIM,SERIPA-4,FINALIZADA,IG-141/CENIPA/2014,1.0,2015-04-30,0,1,1.0,13241,PPFLF,260,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1990-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,POUSO,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
49882,ACIDENTE,FALHA DO MOTOR EM VOO,RIO CLARO,SP,BRASIL,SDRK,2013-10-14,15:30:00,SIM,SERIPA-4,FINALIZADA,A-185/CENIPA/2013,1.0,2014-03-24,1,1,0.0,8821,PTKYB,5679,AVIÃO,CESSNA AIRCRAFT,150J,PISTÃO,1.0,726,2.0,1969-01-01,BRASIL,PRI,INSTRUÇÃO,SBBP,SBBP,DECOLAGEM,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
37578,ACIDENTE,POUSO ANTES DA PISTA,NANUQUE,MG,BRASIL,N/A,2009-06-13,15:20:00,SIM,SERIPA-3,FINALIZADA,A-061/CENIPA/2011,1.0,2011-08-29,3,1,0.0,2327,PTLQE,3992,AVIÃO,BEECH AIRCRAFT,C90,TURBOÉLICE,2.0,4377,8.0,1983-01-01,BRASIL,TPP,PARTICULAR,SBBH,SNNU,POUSO,PRIVADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,1.0,0.0
52984,ACIDENTE,PERDA DE CONTROLE EM VOO,NOVA LIMA,MG,BRASIL,SJLY,2015-02-01,15:10:00,SIM,SERIPA-3,FINALIZADA,A-015/CENIPA/2015,1.0,2016-04-22,0,1,0.0,13905,PTHVO,2189,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,1990-01-01,BRASIL,PRI,INSTRUÇÃO,SJLY,SJLY,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
49113,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,NOVA LIMA,MG,BRASIL,N/A,2013-06-15,12:00:00,SIM,SERIPA-3,FINALIZADA,IG-129/CENIPA/2013,1.0,2014-06-16,4,1,0.0,14734,PRRGM,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2009-01-01,BRASIL,TPP,PARTICULAR,SBPR,SJLY,DECOLAGEM,PRIVADA,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
34257,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,SALES,SP,BRASIL,N/A,2008-10-22,14:05:00,SIM,SERIPA-4,FINALIZADA,I-045/CENIPA/2013,1.0,2013-09-10,3,1,0.0,2026,PTOGE,5121,AVIÃO,CESSNA AIRCRAFT,208,TURBOÉLICE,1.0,3629,11.0,1990-01-01,BRASIL,TPX,TÁXI AÉREO,SBML,SBSR,CRUZEIRO,TÁXI AÉREO,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
36868,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,SALES OLIVEIRA,SP,BRASIL,N/A,2009-01-24,19:35:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,1,0.0,10163,PTIEA,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1972-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
50253,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,NOVA PONTE,MG,BRASIL,N/A,2013-12-31,14:25:00,SIM,SERIPA-3,FINALIZADA,A-232/CENIPA/2013,1.0,2014-06-16,0,1,0.0,15049,PTUVK,2585,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2008-01-01,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,1.0,2016-07-30,0.0,0.0,1.0,0.0
45941,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,SALTO DE PIRAPORA,SP,BRASIL,SDBN,2012-05-25,20:15:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,1,1.0,13044,PTALN,3992,AVIÃO,MOONEY AIRCRAFT,M20TN,PISTÃO,1.0,1528,4.0,2007-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
46703,ACIDENTE,PANE SECA,OLIVEIRA,MG,BRASIL,N/A,2012-12-10,18:50:00,SIM,SERIPA-3,FINALIZADA,A-155/CENIPA/2013,1.0,2013-10-21,0,1,0.0,13452,PRRIG,3992,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,1.0,726,2.0,1976-01-01,BRASIL,TPP,PARTICULAR,SNJR,SNRZ,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
46255,ACIDENTE,COLISÃO DE AERONAVES EM VOO,SANTA BÁRBARA D'OESTE,SP,BRASIL,N/A,2012-08-18,12:40:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,2,0.0,13196,PTNIR,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202,4.0,1976-01-01,BRASIL,TPP,PARTICULAR,SDAM,SDBN,CRUZEIRO,PRIVADA,DESTRUÍDA,2.0,2016-07-30,1.0,0.0,1.0,0.0
46255,ACIDENTE,COLISÃO DE AERONAVES EM VOO,SANTA BÁRBARA D'OESTE,SP,BRASIL,N/A,2012-08-18,12:40:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,2,0.0,13197,PTNKA,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202,4.0,1977-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,DESTRUÍDA,0.0,2016-07-30,1.0,0.0,1.0,0.0
45753,INCIDENTE GRAVE,POUSO BRUSCO,OURO FINO,MG,BRASIL,SNOF,2012-04-02,16:30:00,SIM,SERIPA-3,FINALIZADA,IG-556/CENIPA/2014,1.0,2014-06-17,0,1,1.0,1281,PPGFC,3992,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1992-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,POUSO,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
53331,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,OURO PRETO,MG,BRASIL,N/A,2015-06-16,19:10:00,SIM,SERIPA-3,ATIVA,A-088/CENIPA/2015,0.0,,0,1,0.0,29498,PTYDY,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1998-01-01,BRASIL,TPP,PARTICULAR,SNUB,SJLY,CRUZEIRO,PRIVADA,DESTRUÍDA,3.0,2016-07-30,1.0,0.0,1.0,0.0
45169,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTA CLARA D'OESTE,SP,BRASIL,N/A,2011-11-01,19:28:00,N/A,SERIPA-4,INATIVA,0,0.0,,0,1,0.0,12693,PUFTT,3992,ULTRALEVE,***,SG-ES COYOTE,PISTÃO,1.0,410,2.0,1996-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,ARREMETIDA NO SOLO,EXPERIMENTAL,SUBSTANCIAL,2.0,2016-07-30,0.0,0.0,0.0,0.0
47675,ACIDENTE,PERDA DE COMPONENTE NO SOLO,SANTA CRUZ DAS PALMEIRAS,SP,BRASIL,N/A,2013-04-16,22:30:00,SIM,SERIPA-4,ATIVA,A-069/CENIPA/2013,0.0,,0,1,0.0,13400,PTXXX3,1657,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1700,6.0,,BRASIL,***,***,N/A,N/A,INDETERMINADA,***,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
50344,ACIDENTE,POUSO SEM TREM,SANTA CRUZ DO RIO PARDO,SP,BRASIL,N/A,2013-12-07,10:00:00,SIM,SERIPA-4,FINALIZADA,A-216/CENIPA/2013,1.0,2014-04-23,1,1,0.0,15083,PRAGT,3992,AVIÃO,SOCATA,TBM700B,TURBOÉLICE,1.0,2984,6.0,2002-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
46780,ACIDENTE,OUTROS TIPOS,SANTA FÉ DO SUL,SP,BRASIL,N/A,2012-12-29,21:00:00,N/A,SERIPA-4,INATIVA,0,0.0,,0,1,0.0,13497,PUXXX1,3992,ULTRALEVE,MAULE AIRCRAFT,ULTRALEVE,PISTÃO,1.0,0,0.0,,BRASIL,PEX,EXPERIMENTAL,N/A,N/A,APROXIMAÇÃO FINAL,EXPERIMENTAL,DESTRUÍDA,1.0,2016-07-30,0.0,0.0,0.0,0.0
46179,ACIDENTE,PERDA DE CONTROLE NO SOLO,SANTA FÉ DO SUL,SP,BRASIL,SILT,2012-07-16,12:00:00,SIM,SERIPA-4,FINALIZADA,A-178/CENIPA/2013,1.0,2013-12-18,0,1,0.0,9821,PPGLS,280,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1992-01-01,BRASIL,PRI,INSTRUÇÃO,SBSR,SILT,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
38638,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTA ISABEL,SP,BRASIL,N/A,2009-09-21,12:55:00,SIM,SERIPA-4,FINALIZADA,A-060/CENIPA/2013,1.0,2013-12-30,2,1,0.0,10447,PTRYC,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315,4.0,,BRASIL,TPP,PARTICULAR,SBSJ,SBSR,CRUZEIRO,PRIVADA,DESTRUÍDA,3.0,2016-07-30,1.0,0.0,1.0,0.0
35256,ACIDENTE,FALHA DO MOTOR EM VOO,PARÁ DE MINAS,MG,BRASIL,SNPA,2009-02-09,18:30:00,SIM,SERIPA-3,FINALIZADA,A-120/CENIPA/2012,1.0,2012-11-19,1,1,0.0,9768,N2176P,5582,AVIÃO,PIPER AIRCRAFT,PA-23,PISTÃO,2.0,1588,0.0,1956-01-01,ESTADOS UNIDOS,PRI,INSTRUÇÃO,N/A,N/A,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
39711,INCIDENTE GRAVE,COM TREM DE POUSO,PARÁ DE MINAS,MG,BRASIL,N/A,2010-01-10,20:00:00,N/A,SERIPA-3,INATIVA,0,0.0,,0,1,0.0,10535,PTZPJ,3992,AVIÃO,ANTONIO CESAR DA SILVA AMARAL,LANCAIR SUPER E,PISTÃO,1.0,1452,4.0,2009-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,POUSO,EXPERIMENTAL,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
51055,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,PARÁ DE MINAS,MG,BRASIL,N/A,2014-02-13,10:30:00,SIM,SERIPA-3,FINALIZADA,IG-032/CENIPA/2015,1.0,2016-04-22,0,1,0.0,10470,PTYDW,2189,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,1998-01-01,BRASIL,PRI,INSTRUÇÃO,SNPA,SJLY,NAVEGAÇÃO A BAIXA ALTURA,INSTRUÇÃO,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
46840,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,PARÁ DE MINAS,MG,BRASIL,N/A,2012-12-26,21:50:00,SIM,SERIPA-3,ATIVA,A-522/CENIPA/2016,0.0,,0,1,0.0,13523,PRNAX,5582,AVIÃO,PIPER AIRCRAFT,PA-28-181,PISTÃO,1.0,1157,4.0,2001-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,ARREMETIDA NO AR,INSTRUÇÃO,DESTRUÍDA,2.0,2016-07-30,1.0,0.0,1.0,0.0
36215,ACIDENTE,PANE SECA,PARÁ DE MINAS,MG,BRASIL,N/A,2009-03-29,15:12:00,SIM,SERIPA-3,FINALIZADA,A-024/CENIPA/2012,1.0,2012-03-22,2,1,0.0,9884,PRVOO,234,AVIÃO,CESSNA AIRCRAFT,150K,PISTÃO,1.0,726,2.0,1970-01-01,BRASIL,PIN,INSTRUÇÃO,N/A,N/A,MANOBRA,INSTRUÇÃO,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,1.0,1.0
30039,INCIDENTE GRAVE,POUSO LONGO,PARÁ DE MINAS,MG,BRASIL,N/A,2007-04-03,11:00:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,1.0,3953,PTLEF,3992,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338,4.0,1972-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,INDETERMINADA,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
44248,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTO ANDRÉ,SP,BRASIL,N/A,2011-04-08,20:10:00,SIM,SERIPA-4,FINALIZADA,A-024/CENIPA/2013,1.0,2013-07-30,5,1,0.0,12148,PTYMJ,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1998-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CRUZEIRO,PRIVADA,DESTRUÍDA,2.0,2016-07-30,1.0,0.0,1.0,0.0
44795,ACIDENTE,INDETERMINADA,PASSOS,MG,BRASIL,N/A,2011-07-10,16:30:00,SIM,SERIPA-3,ATIVA,A DEFINIR,0.0,,0,1,0.0,12489,PTEEC,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633,6.0,1976-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,OUTRA FASE,PRIVADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,0.0,0.0
50985,ACIDENTE,PERDA DE CONTROLE NO SOLO,PATOS DE MINAS,MG,BRASIL,N/A,2014-04-09,10:00:00,SIM,SERIPA-3,FINALIZADA,A-074/CENIPA/2014,1.0,2015-04-30,0,1,0.0,28903,PTVZI,3992,AVIÃO,EMBRAER,EMB-202,PISTÃO,1.0,1800,1.0,2013-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
49591,ACIDENTE,FALHA DO MOTOR EM VOO,PATOS DE MINAS,MG,BRASIL,N/A,2013-08-22,14:26:00,SIM,SERIPA-3,FINALIZADA,A-151/CENIPA/2013,1.0,2015-03-06,0,1,0.0,14865,PRPME,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2011-01-01,BRASIL,TPP,PARTICULAR,SNPJ,N/A,CRUZEIRO,PRIVADA,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
49796,ACIDENTE,FALHA DO MOTOR EM VOO,SANTO ANTÔNIO DO ARACANGUÁ,SP,BRASIL,N/A,2013-09-29,17:00:00,SIM,SERIPA-4,FINALIZADA,A-173/CENIPA/2013,1.0,2014-06-02,0,1,0.0,5690,PTKHB,3992,AVIÃO,CESSNA AIRCRAFT,T210L,PISTÃO,1.0,1724,6.0,1974-01-01,BRASIL,TPP,PARTICULAR,SBAT,SJWQ,DESCIDA,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
51441,INCIDENTE GRAVE,POUSO SEM TREM,PATROCÍNIO,MG,BRASIL,SNPJ,2014-04-17,20:30:00,SIM,SERIPA-3,FINALIZADA,IG-078/CENIPA/2014,1.0,2014-10-01,0,1,0.0,673,PTJRS,3992,AVIÃO,CESSNA AIRCRAFT,402B,PISTÃO,2.0,2858,7.0,1974-01-01,BRASIL,TPP,PARTICULAR,SBCA,SNPJ,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
53323,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PATROCÍNIO,MG,BRASIL,N/A,2015-06-05,15:05:00,SIM,SERIPA-3,FINALIZADA,A-082/CENIPA/2015,1.0,2016-04-22,0,1,0.0,18211,PRACH,3992,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315,1.0,1965-01-01,BRASIL,TPP,PARTICULAR,N/A,SNAG,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,0.0,0.0,0.0,0.0
52265,ACIDENTE,PERDA DE CONTROLE EM VOO,SANTOS,SP,BRASIL,N/A,2014-08-13,13:00:00,SIM,CENIPA,FINALIZADA,A-134/CENIPA/2014,1.0,2016-01-11,13,1,0.0,18267,PRAFA,3992,AVIÃO,CESSNA AIRCRAFT,560XLS+,JATO,2.0,9163,14.0,2010-01-01,BRASIL,TPP,PARTICULAR,SBRJ,SBST,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7.0,2016-07-30,1.0,0.0,1.0,0.0
39322,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO BERNARDO DO CAMPO,SP,BRASIL,N/A,2010-01-26,13:50:00,SIM,SERIPA-4,FINALIZADA,A-030/CENIPA/2011,1.0,2011-07-21,2,1,0.0,10516,PTYSG,4478,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,1997-01-01,BRASIL,SAE,ESPECIALIZADA,SDMZ,N/A,DECOLAGEM,ESPECIALIZADA,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
49792,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,SÃO CAETANO DO SUL,SP,BRASIL,N/A,2013-10-04,15:30:00,SIM,SERIPA-4,ATIVA,A-176/CENIPA/2013,0.0,,0,1,0.0,14954,PTHTU,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1452,5.0,1974-01-01,BRASIL,TPP,PARTICULAR,SDEY,SDEY,CRUZEIRO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
44924,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO CARLOS,SP,BRASIL,N/A,2011-08-09,14:00:00,SIM,SERIPA-4,FINALIZADA,A-509/CENIPA/2015,1.0,2016-07-07,0,1,0.0,12567,PTUOD,5159,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2003-01-01,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
52288,INCIDENTE GRAVE,TRÁFEGO AÉREO,SÃO JOÃO DA BOA VISTA,SP,BRASIL,N/A,2014-08-16,19:08:00,SIM,SERIPA-4,ATIVA,IG-136/CENIPA/2014,0.0,,0,2,0.0,601,PPHGB,160,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587,2.0,1947-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,POUSO,INSTRUÇÃO,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
52288,INCIDENTE GRAVE,TRÁFEGO AÉREO,SÃO JOÃO DA BOA VISTA,SP,BRASIL,N/A,2014-08-16,19:08:00,SIM,SERIPA-4,ATIVA,IG-136/CENIPA/2014,0.0,,0,2,0.0,830,PPGYB,160,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B,PISTÃO,1.0,660,2.0,1963-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,POUSO,INSTRUÇÃO,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
53200,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,SÃO JOAQUIM DA BARRA,SP,BRASIL,SDJO,2015-04-05,11:00:00,SIM,SERIPA-4,ATIVA,IG-052/CENIPA/2015,0.0,,0,1,0.0,25652,PTKYM,6021,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587,2.0,1946-01-01,BRASIL,PRI,INSTRUÇÃO,SDJO,SDJO,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
47015,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PERDIZES,MG,BRASIL,SIPU,2013-02-16,10:20:00,SIM,SERIPA-3,ATIVA,A-032/CENIPA/2013,0.0,,0,1,0.0,13604,PRPAD,4962,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2012-01-01,BRASIL,SAE-AG,AGRÍCOLA,SIPU,SIPU,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
43752,ACIDENTE,OUTROS TIPOS,SÃO JOSÉ DO RIO PRETO,SP,BRASIL,N/A,2011-01-19,11:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,1,0.0,11848,PPBIL,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1656,0.0,,BRASIL,TPP,PARTICULAR,N/A,N/A,DECOLAGEM,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
44484,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SÃO JOSÉ DO RIO PRETO,SP,BRASIL,N/A,2011-05-02,17:40:00,SIM,SERIPA-4,FINALIZADA,A-020/CENIPA/2013,1.0,2013-12-30,3,1,0.0,12286,PTHMU,3992,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950,6.0,1984-01-01,BRASIL,TPP,PARTICULAR,SBSR,N/A,SUBIDA,PRIVADA,DESTRUÍDA,0.0,2016-07-30,1.0,0.0,1.0,1.0
42323,INCIDENTE GRAVE,POUSO ANTES DA PISTA,SÃO JOSÉ DO RIO PRETO,SP,BRASIL,SBSR,2010-08-05,12:01:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,9627,PRMAN,4834,AVIÃO,AIRBUS INDUSTRIE,A319-132,JATO,2.0,64000,154.0,2002-01-01,BRASIL,TPR,REGULAR,N/A,N/A,POUSO,REGULAR,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
35683,ACIDENTE,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ DO RIO PRETO,SP,BRASIL,N/A,2009-01-17,13:20:00,SIM,SERIPA-4,ATIVA,A DEFINIR,0.0,,0,1,0.0,9821,PPGLS,280,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1992-01-01,BRASIL,PRI,INSTRUÇÃO,N/A,N/A,POUSO,INSTRUÇÃO,LEVE,0.0,2016-07-30,0.0,1.0,1.0,1.0
